Energy(keV)	Counts
903,561	5552
903,787	5797
904,013	5861
904,239	5447
904,465	4714
904,692	3793
904,918	2888
905,144	2423
905,370	2001
905,596	1756
905,822	1589
906,048	1563
906,274	1592
906,500	1534
906,726	1572
906,952	1533
907,178	1496
907,405	1501
907,631	1511
907,857	1483
908,083	1518
908,309	1510
908,535	1463
908,761	1486
908,987	1480
909,213	1526
909,439	1511
909,665	1447
909,892	1499
910,118	1481
910,344	1573
910,570	1558
910,796	1583
911,022	1402
911,248	1522
911,474	1497
911,700	1500
911,926	1574
912,152	1506
912,378	1430
912,605	1480
912,831	1530
913,057	1531
913,283	1489
913,509	1485
913,735	1448
913,961	1504
914,187	1474
914,413	1462
914,639	1511
914,865	1501
915,091	1519
915,318	1605
915,544	1515
915,770	1497
915,996	1437
916,222	1537
916,448	1496
916,674	1458
916,900	1471
917,126	1506
917,352	1472
917,578	1506
917,804	1534
918,031	1478
918,257	1550
918,483	1500
918,709	1482
918,935	1518
919,161	1534
919,387	1451
919,613	1446
919,839	1505
920,065	1439
920,291	1485
920,517	1489
920,744	1540
920,970	1412
921,196	1525
921,422	1547
921,648	1517
921,874	1555
922,100	1558
922,326	1610
922,552	1539
922,778	1516
923,004	1460
923,230	1534
923,457	1678
923,683	1687
923,909	1772
924,135	1785
924,361	1843
924,587	1738
924,813	1820
925,039	1697
925,265	1680
925,491	1607
925,717	1583
925,943	1544
926,170	1447
926,396	1536
926,622	1547
926,848	1480
927,074	1466
927,300	1484
927,526	1498
927,752	1522
927,978	1508
928,204	1526
928,430	1539
928,657	1568
928,883	1538
929,109	1545
929,335	1548
929,561	1480
929,787	1445
930,013	1461
930,239	1521
930,465	1467
930,691	1504
930,917	1487
931,143	1462
931,370	1575
931,596	1504
931,822	1561
932,048	1563
932,274	1515
932,500	1566
932,726	1527
932,952	1526
933,178	1552
933,404	1530
933,630	1478
933,856	1472
934,083	1519
934,309	1550
934,535	1480
934,761	1504
934,987	1509
935,213	1533
935,439	1431
935,665	1560
935,891	1516
936,117	1559
936,343	1549
936,569	1521
936,796	1514
937,022	1598
937,248	1489
937,474	1540
937,700	1504
937,926	1480
938,152	1541
938,378	1543
938,604	1517
938,830	1563
939,056	1575
939,282	1466
939,509	1536
939,735	1537
939,961	1516
940,187	1522
940,413	1459
940,639	1558
940,865	1488
941,091	1421
941,317	1498
941,543	1533
941,769	1508
941,995	1528
942,222	1543
942,448	1522
942,674	1457
942,900	1595
943,126	1587
943,352	1591
943,578	1540
943,804	1514
944,030	1535
944,256	1559
944,482	1563
944,708	1533
944,935	1551
945,161	1560
945,387	1605
945,613	1512
945,839	1565
946,065	1542
946,291	1517
946,517	1492
946,743	1532
946,969	1581
947,195	1512
947,422	1564
947,648	1600
947,874	1565
948,100	1614
948,326	1613
948,552	1495
948,778	1583
949,004	1493
949,230	1530
949,456	1541
949,682	1565
949,908	1601
950,135	1580
950,361	1521
950,587	1580
950,813	1587
951,039	1567
951,265	1544
951,491	1583
951,717	1525
951,943	1534
952,169	1602
952,395	1557
952,621	1615
952,848	1543
953,074	1572
953,300	1611
953,526	1542
953,752	1601
953,978	1475
954,204	1549
954,430	1550
954,656	1573
954,882	1580
955,108	1663
955,334	1557
955,561	1632
955,787	1628
956,013	1662
956,239	1589
956,465	1560
956,691	1616
956,917	1602
957,143	1574
957,369	1614
957,595	1580
957,821	1638
958,047	1531
958,274	1620
958,500	1591
958,726	1598
958,952	1627
959,178	1677
959,404	1608
959,630	1604
959,856	1628
960,082	1624
960,308	1573
960,534	1587
960,760	1655
960,987	1661
961,213	1662
961,439	1662
961,665	1592
961,891	1610
962,117	1602
962,343	1582
962,569	1539
962,795	1642
963,021	1619
963,247	1687
963,473	1538
963,700	1567
963,926	1627
964,152	1663
964,378	1669
964,604	1647
964,830	1670
965,056	1688
965,282	1634
965,508	1624
965,734	1665
965,960	1609
966,187	1630
966,413	1589
966,639	1687
966,865	1622
967,091	1635
967,317	1631
967,543	1677
967,769	1575
967,995	1713
968,221	1681
968,447	1644
968,673	1554
968,900	1726
969,126	1675
969,352	1727
969,578	1668
969,804	1585
970,030	1649
970,256	1606
970,482	1605
970,708	1641
970,934	1712
971,160	1661
971,386	1739
971,613	1717
971,839	1675
972,065	1710
972,291	1679
972,517	1635
972,743	1669
972,969	1739
973,195	1706
973,421	1654
973,647	1671
973,873	1638
974,099	1687
974,326	1651
974,552	1668
974,778	1731
975,004	1679
975,230	1735
975,456	1674
975,682	1639
975,908	1777
976,134	1716
976,360	1785
976,586	1663
976,812	1712
977,039	1744
977,265	1730
977,491	1670
977,717	1749
977,943	1779
978,169	1716
978,395	1734
978,621	1690
978,847	1699
979,073	1628
979,299	1734
979,525	1718
979,752	1720
979,978	1787
980,204	1710
980,430	1768
980,656	1842
980,882	1752
981,108	1766
981,334	1876
981,560	1781
981,786	1826
982,012	1801
982,239	1779
982,465	1803
982,691	1701
982,917	1851
983,143	1769
983,369	1736
983,595	1775
983,821	1768
984,047	1740
984,273	1775
984,499	1699
984,725	1796
984,952	1800
985,178	1779
985,404	1763
985,630	1800
985,856	1812
986,082	1800
986,308	1743
986,534	1843
986,760	1862
986,986	1762
987,212	1698
987,438	1783
987,665	1814
987,891	1831
988,117	1778
988,343	1735
988,569	1864
988,795	1842
989,021	1849
989,247	1794
989,473	1807
989,699	1783
989,925	1868
990,151	1894
990,378	1836
990,604	1806
990,830	1864
991,056	1927
991,282	1792
991,508	1733
991,734	1894
991,960	1832
992,186	1901
992,412	1886
992,638	1860
992,864	1931
993,091	1900
993,317	1959
993,543	2081
993,769	2339
993,995	2920
994,221	4032
994,447	5836
994,673	8890
994,899	13926
995,125	20756
995,351	29622
995,577	37690
995,804	44677
996,030	48187
996,256	47972
996,482	43359
996,708	35068
996,934	26027
997,160	17797
997,386	11490
997,612	7006
997,838	4268
998,064	3017
998,290	2253
998,517	2048
998,743	1894
998,969	1868
999,195	1866
999,421	1886
999,647	1944
999,873	1910
1000,099	1906
1000,325	1858
1000,551	1907
1000,777	1907
1001,004	1965
1001,230	1962
1001,456	1986
1001,682	2057
1001,908	2245
1002,134	2615
1002,360	3125
1002,586	4488
1002,812	6797
1003,038	11065
1003,264	18030
1003,490	28347
1003,717	41497
1003,943	56025
1004,169	69731
1004,395	79555
1004,621	81369
1004,847	77161
1005,073	65966
1005,299	51076
1005,525	36043
1005,751	23334
1005,977	13925
1006,203	8049
1006,430	4817
1006,656	3076
1006,882	2288
1007,108	2009
1007,334	1989
1007,560	1924
1007,786	1837
1008,012	1896
1008,238	1833
1008,464	1875
1008,690	1858
1008,916	1846
1009,143	1855
1009,369	1809
1009,595	1876
1009,821	1829
1010,047	1839
1010,273	1813
1010,499	1806
1010,725	1854
1010,951	1841
1011,177	1846
1011,403	1813
1011,629	1851
1011,856	1867
1012,082	1840
1012,308	1789
1012,534	1805
1012,760	1825
1012,986	1849
1013,212	1826
1013,438	1818
1013,664	1842
1013,890	1822
1014,116	1859
1014,342	1825
1014,569	1872
1014,795	1846
1015,021	1897
1015,247	1818
1015,473	1899
1015,699	1823
1015,925	1859
1016,151	1873
1016,377	1876
1016,603	1946
1016,829	1995
1017,055	1864
1017,282	1904
1017,508	1906
1017,734	1837
1017,960	1848
1018,186	1902
1018,412	1837
1018,638	1857
1018,864	1901
1019,090	1877
1019,316	1874
1019,542	1883
1019,769	1964
1019,995	1943
1020,221	1902
1020,447	1932
1020,673	1897
1020,899	1798
1021,125	1887
1021,351	1912
1021,577	1894
1021,803	1886
1022,029	1830
1022,255	1892
1022,482	1929
1022,708	1810
1022,934	1939
1023,160	1944
1023,386	1865
1023,612	1910
1023,838	1920
1024,064	1930
1024,290	1870
1024,516	1906
1024,742	1981
1024,968	1934
1025,195	1998
1025,421	1940
1025,647	2038
1025,873	1942
1026,099	2094
1026,325	1954
1026,551	1927
1026,777	1978
1027,003	2033
1027,229	2013
1027,455	1992
1027,681	1992
1027,908	2036
1028,134	1970
1028,360	1948
1028,586	1936
1028,812	1951
1029,038	1965
1029,264	1939
1029,490	2004
1029,716	1975
1029,942	1942
1030,168	2013
1030,394	1921
1030,621	1912
1030,847	1937
1031,073	2046
1031,299	2023
1031,525	1946
1031,751	1949
1031,977	2004
1032,203	2030
1032,429	1998
1032,655	1957
1032,881	1987
1033,107	1987
1033,334	2006
1033,560	1967
1033,786	1918
1034,012	2010
1034,238	1980
1034,464	2045
1034,690	1990
1034,916	2033
1035,142	2014
1035,368	2003
1035,594	1997
1035,820	2051
1036,047	1982
1036,273	2033
1036,499	2002
1036,725	1983
1036,951	1989
1037,177	1967
1037,403	2020
1037,629	2011
1037,855	2043
1038,081	2013
1038,307	2002
1038,534	2121
1038,760	1955
1038,986	2058
1039,212	2016
1039,438	2098
1039,664	1982
1039,890	2011
1040,116	2015
1040,342	2058
1040,568	2018
1040,794	1946
1041,020	2074
1041,247	1959
1041,473	2114
1041,699	2109
1041,925	2064
1042,151	1998
1042,377	1964
1042,603	2007
1042,829	2071
1043,055	2053
1043,281	2115
1043,507	2005
1043,733	2017
1043,960	2027
1044,186	2074
1044,412	2045
1044,638	2090
1044,864	2012
1045,090	2072
1045,316	2061
1045,542	2174
1045,768	2076
1045,994	2085
1046,220	2240
1046,446	2224
1046,673	2240
1046,899	2189
1047,125	2237
1047,351	2302
1047,577	2292
1047,803	2211
1048,029	2117
1048,255	2170
1048,481	2097
1048,707	2117
1048,933	2072
1049,159	2006
1049,386	2107
1049,612	2185
1049,838	2083
1050,064	2035
1050,290	2113
1050,516	2010
1050,742	2025
1050,968	2085
1051,194	2083
1051,420	2085
1051,646	2018
1051,872	2051
1052,099	2086
1052,325	2158
1052,551	2081
1052,777	2121
1053,003	2060
1053,229	2111
1053,455	2062
1053,681	2056
1053,907	1989
1054,133	2094
1054,359	2041
1054,585	2014
1054,812	2046
1055,038	1934
1055,264	1958
1055,490	2003
1055,716	1963
1055,942	1920
1056,168	2018
1056,394	2042
1056,620	1992
1056,846	1961
1057,072	1946
1057,299	1980
1057,525	1972
1057,751	1930
1057,977	1983
1058,203	1937
1058,429	1891
1058,655	1895
1058,881	1928
1059,107	1822
1059,333	1900
1059,559	1814
1059,785	1893
1060,012	1843
1060,238	1776
1060,464	1790
1060,690	1779
1060,916	1791
1061,142	1757
1061,368	1778
1061,594	1679
1061,820	1691
1062,046	1648
1062,272	1643
1062,498	1586
1062,725	1607
1062,951	1624
1063,177	1550
1063,403	1521
1063,629	1509
1063,855	1525
1064,081	1536
1064,307	1488
1064,533	1500
1064,759	1479
1064,985	1409
1065,211	1446
1065,438	1502
1065,664	1405
1065,890	1439
1066,116	1364
1066,342	1380
1066,568	1411
1066,794	1340
1067,020	1363
1067,246	1330
1067,472	1336
1067,698	1388
1067,924	1320
1068,151	1308
1068,377	1272
1068,603	1376
1068,829	1276
1069,055	1319
1069,281	1245
1069,507	1202
1069,733	1301
1069,959	1371
1070,185	1312
1070,411	1299
1070,637	1256
1070,864	1302
1071,090	1286
1071,316	1278
1071,542	1267
1071,768	1222
1071,994	1246
1072,220	1273
1072,446	1274
1072,672	1264
1072,898	1249
1073,124	1275
1073,351	1209
1073,577	1236
1073,803	1247
1074,029	1238
1074,255	1223
1074,481	1206
1074,707	1193
1074,933	1250
1075,159	1264
1075,385	1243
1075,611	1175
1075,837	1196
1076,064	1172
1076,290	1188
1076,516	1206
1076,742	1197
1076,968	1208
1077,194	1195
1077,420	1224
1077,646	1204
1077,872	1173
1078,098	1214
1078,324	1166
1078,550	1163
1078,777	1229
1079,003	1125
1079,229	1170
1079,455	1170
1079,681	1150
1079,907	1195
1080,133	1141
1080,359	1188
1080,585	1119
1080,811	1215
1081,037	1179
1081,263	1117
1081,490	1151
1081,716	1154
1081,942	1137
1082,168	1142
1082,394	1132
1082,620	1178
1082,846	1120
1083,072	1174
1083,298	1073
1083,524	1118
1083,750	1055
1083,976	1173
1084,203	1221
1084,429	1172
1084,655	1134
1084,881	1142
1085,107	1173
1085,333	1202
1085,559	1221
1085,785	1118
1086,011	1211
1086,237	1154
1086,463	1144
1086,689	1181
1086,916	1155
1087,142	1112
1087,368	1094
1087,594	1103
1087,820	1085
1088,046	1128
1088,272	1091
1088,498	1070
1088,724	1031
1088,950	1103
1089,176	1072
1089,402	1107
1089,629	1082
1089,855	1130
1090,081	1110
1090,307	1061
1090,533	1058
1090,759	1103
1090,985	1069
1091,211	1070
1091,437	1103
1091,663	1083
1091,889	999
1092,116	1024
1092,342	1022
1092,568	1076
1092,794	1034
1093,020	1030
1093,246	1003
1093,472	1012
1093,698	1037
1093,924	1043
1094,150	1009
1094,376	1042
1094,602	967
1094,829	1012
1095,055	1044
1095,281	1036
1095,507	1020
1095,733	1024
1095,959	978
1096,185	1055
1096,411	1038
1096,637	1015
1096,863	1019
1097,089	1020
1097,315	1017
1097,542	988
1097,768	997
1097,994	1019
1098,220	998
1098,446	1023
1098,672	1006
1098,898	983
1099,124	985
1099,350	987
1099,576	1014
1099,802	1052
1100,028	982
1100,255	976
1100,481	995
1100,707	1045
1100,933	953
1101,159	969
1101,385	977
1101,611	1006
1101,837	962
1102,063	1005
1102,289	912
1102,515	925
1102,741	967
1102,968	997
1103,194	971
1103,420	1004
1103,646	951
1103,872	962
1104,098	884
1104,324	881
1104,550	931
1104,776	951
1105,002	916
1105,228	947
1105,454	932
1105,681	939
1105,907	928
1106,133	927
1106,359	852
1106,585	926
1106,811	941
1107,037	965
1107,263	920
1107,489	974
1107,715	913
1107,941	826
1108,167	914
1108,394	936
1108,620	935
1108,846	911
1109,072	872
1109,298	950
1109,524	914
1109,750	942
1109,976	909
1110,202	936
1110,428	922
1110,654	847
1110,881	914
1111,107	916
1111,333	887
1111,559	915
1111,785	932
1112,011	868
1112,237	879
1112,463	885
1112,689	886
1112,915	869
1113,141	904
1113,367	872
1113,594	775
1113,820	865
1114,046	949
1114,272	868
1114,498	902
1114,724	865
1114,950	911
1115,176	863
1115,402	885
1115,628	866
1115,854	864
1116,080	898
1116,307	912
1116,533	950
1116,759	955
1116,985	995
1117,211	1074
1117,437	1102
1117,663	1217
1117,889	1272
1118,115	1273
1118,341	1212
1118,567	1202
1118,793	1140
1119,020	1034
1119,246	974
1119,472	956
1119,698	913
1119,924	817
1120,150	804
1120,376	797
1120,602	808
1120,828	789
1121,054	780
1121,280	805
1121,506	804
1121,733	777
1121,959	776
1122,185	778
1122,411	833
1122,637	707
1122,863	811
1123,089	804
1123,315	801
1123,541	779
1123,767	774
1123,993	797
1124,219	836
1124,446	831
1124,672	741
1124,898	832
1125,124	791
1125,350	806
1125,576	837
1125,802	789
1126,028	835
1126,254	838
1126,480	1014
1126,706	1123
1126,933	1224
1127,159	1427
1127,385	1624
1127,611	1810
1127,837	2023
1128,063	2091
1128,289	2069
1128,515	2002
1128,741	1955
1128,967	1816
1129,193	1481
1129,419	1273
1129,646	1089
1129,872	927
1130,098	895
1130,324	751
1130,550	761
1130,776	729
1131,002	701
1131,228	786
1131,454	707
1131,680	774
1131,906	742
1132,132	722
1132,359	696
1132,585	703
1132,811	724
1133,037	751
1133,263	697
1133,489	733
1133,715	680
1133,941	684
1134,167	655
1134,393	708
1134,619	699
1134,845	687
1135,072	665
1135,298	689
1135,524	631
1135,750	665
1135,976	693
1136,202	670
1136,428	625
1136,654	645
1136,880	687
1137,106	700
1137,332	668
1137,558	652
1137,785	687
1138,011	638
1138,237	697
1138,463	654
1138,689	732
1138,915	766
1139,141	853
1139,367	960
1139,593	1023
1139,819	1149
1140,045	1315
1140,271	1479
1140,498	1532
1140,724	1450
1140,950	1390
1141,176	1310
1141,402	1170
1141,628	953
1141,854	803
1142,080	762
1142,306	696
1142,532	588
1142,758	626
1142,984	619
1143,211	614
1143,437	558
1143,663	628
1143,889	574
1144,115	571
1144,341	596
1144,567	592
1144,793	587
1145,019	569
1145,245	629
1145,471	596
1145,698	583
1145,924	582
1146,150	594
1146,376	565
1146,602	587
1146,828	545
1147,054	558
1147,280	538
1147,506	528
1147,732	535
1147,958	574
1148,184	574
1148,411	554
1148,637	551
1148,863	565
1149,089	556
1149,315	586
1149,541	567
1149,767	555
1149,993	542
1150,219	559
1150,445	541
1150,671	530
1150,897	563
1151,124	518
1151,350	479
1151,576	532
1151,802	549
1152,028	562
1152,254	544
1152,480	493
1152,706	493
1152,932	539
1153,158	543
1153,384	527
1153,610	479
1153,837	527
1154,063	504
1154,289	458
1154,515	500
1154,741	527
1154,967	485
1155,193	471
1155,419	464
1155,645	469
1155,871	493
1156,097	448
1156,323	547
1156,550	462
1156,776	486
1157,002	473
1157,228	514
1157,454	466
1157,680	477
1157,906	465
1158,132	483
1158,358	432
1158,584	456
1158,810	546
1159,036	514
1159,263	538
1159,489	581
1159,715	600
1159,941	574
1160,167	614
1160,393	713
1160,619	616
1160,845	558
1161,071	559
1161,297	519
1161,523	522
1161,749	401
1161,976	406
1162,202	405
1162,428	445
1162,654	443
1162,880	451
1163,106	431
1163,332	428
1163,558	391
1163,784	430
1164,010	432
1164,236	418
1164,463	407
1164,689	408
1164,915	426
1165,141	430
1165,367	416
1165,593	421
1165,819	373
1166,045	445
1166,271	397
1166,497	450
1166,723	442
1166,949	440
1167,176	390
1167,402	441
1167,628	395
1167,854	387
1168,080	394
1168,306	374
1168,532	392
1168,758	405
1168,984	425
1169,210	431
1169,436	418
1169,662	378
1169,889	348
1170,115	396
1170,341	366
1170,567	353
1170,793	392
1171,019	397
1171,245	411
1171,471	375
1171,697	367
1171,923	420
1172,149	380
1172,375	381
1172,602	403
1172,828	362
1173,054	379
1173,280	397
1173,506	396
1173,732	395
1173,958	344
1174,184	377
1174,410	352
1174,636	363
1174,862	382
1175,088	361
1175,315	357
1175,541	376
1175,767	324
1175,993	359
1176,219	353
1176,445	357
1176,671	374
1176,897	352
1177,123	373
1177,349	323
1177,575	344
1177,801	368
1178,028	334
1178,254	346
1178,480	349
1178,706	325
1178,932	332
1179,158	353
1179,384	373
1179,610	355
1179,836	352
1180,062	323
1180,288	345
1180,515	357
1180,741	365
1180,967	316
1181,193	328
1181,419	394
1181,645	317
1181,871	318
1182,097	325
1182,323	315
1182,549	330
1182,775	350
1183,001	347
1183,228	337
1183,454	298
1183,680	324
1183,906	336
1184,132	320
1184,358	336
1184,584	326
1184,810	302
1185,036	314
1185,262	298
1185,488	313
1185,714	317
1185,941	302
1186,167	355
1186,393	357
1186,619	406
1186,845	406
1187,071	488
1187,297	539
1187,523	613
1187,749	640
1187,975	638
1188,201	604
1188,427	574
1188,654	580
1188,880	435
1189,106	424
1189,332	386
1189,558	357
1189,784	305
1190,010	311
1190,236	336
1190,462	329
1190,688	313
1190,914	307
1191,140	297
1191,367	304
1191,593	304
1191,819	282
1192,045	284
1192,271	313
1192,497	256
1192,723	278
1192,949	312
1193,175	285
1193,401	294
1193,627	310
1193,853	335
1194,080	290
1194,306	305
1194,532	307
1194,758	295
1194,984	289
1195,210	278
1195,436	307
1195,662	310
1195,888	286
1196,114	291
1196,340	315
1196,566	308
1196,793	312
1197,019	297
1197,245	298
1197,471	295
1197,697	317
1197,923	297
1198,149	325
1198,375	286
1198,601	268
1198,827	274
1199,053	273
1199,280	282
1199,506	295
1199,732	274
1199,958	269
1200,184	272
1200,410	303
1200,636	294
1200,862	276
1201,088	292
1201,314	296
1201,540	290
1201,766	265
1201,993	272
1202,219	284
1202,445	257
1202,671	307
1202,897	278
1203,123	288
1203,349	256
1203,575	280
1203,801	262
1204,027	251
1204,253	287
1204,479	293
1204,706	260
1204,932	295
1205,158	271
1205,384	287
1205,610	273
1205,836	275
1206,062	262
1206,288	258
1206,514	275
1206,740	271
1206,966	287
1207,192	283
1207,419	291
1207,645	301
1207,871	282
1208,097	273
1208,323	284
1208,549	281
1208,775	257
1209,001	269
1209,227	268
1209,453	259
1209,679	280
1209,905	280
1210,132	296
1210,358	265
1210,584	284
1210,810	248
1211,036	243
1211,262	262
1211,488	292
1211,714	314
1211,940	281
1212,166	273
1212,392	270
1212,618	336
1212,845	276
1213,071	278
1213,297	284
1213,523	276
1213,749	253
1213,975	282
1214,201	255
1214,427	287
1214,653	260
1214,879	253
1215,105	269
1215,331	261
1215,558	279
1215,784	303
1216,010	264
1216,236	257
1216,462	281
1216,688	251
1216,914	278
1217,140	295
1217,366	288
1217,592	268
1217,818	272
1218,045	285
1218,271	269
1218,497	276
1218,723	248
1218,949	288
1219,175	274
1219,401	290
1219,627	284
1219,853	231
1220,079	261
1220,305	260
1220,531	264
1220,758	270
1220,984	263
1221,210	305
1221,436	276
1221,662	270
1221,888	287
1222,114	266
1222,340	257
1222,566	269
1222,792	278
1223,018	265
1223,244	277
1223,471	245
1223,697	254
1223,923	281
1224,149	261
1224,375	231
1224,601	267
1224,827	268
1225,053	274
1225,279	258
1225,505	277
1225,731	238
1225,957	268
1226,184	270
1226,410	269
1226,636	266
1226,862	286
1227,088	262
1227,314	223
1227,540	240
1227,766	258
1227,992	240
1228,218	265
1228,444	247
1228,670	266
1228,897	275
1229,123	276
1229,349	265
1229,575	254
1229,801	266
1230,027	268
1230,253	296
1230,479	254
1230,705	235
1230,931	284
1231,157	251
1231,383	243
1231,610	259
1231,836	257
1232,062	250
1232,288	247
1232,514	272
1232,740	291
1232,966	243
1233,192	255
1233,418	271
1233,644	293
1233,870	265
1234,097	241
1234,323	251
1234,549	266
1234,775	241
1235,001	279
1235,227	252
1235,453	257
1235,679	254
1235,905	267
1236,131	251
1236,357	252
1236,583	253
1236,810	256
1237,036	277
1237,262	250
1237,488	250
1237,714	261
1237,940	267
1238,166	258
1238,392	263
1238,618	246
1238,844	237
1239,070	280
1239,296	281
1239,523	301
1239,749	315
1239,975	380
1240,201	431
1240,427	524
1240,653	547
1240,879	705
1241,105	724
1241,331	680
1241,557	674
1241,783	607
1242,009	543
1242,236	442
1242,462	390
1242,688	365
1242,914	295
1243,140	321
1243,366	327
1243,592	293
1243,818	352
1244,044	411
1244,270	531
1244,496	696
1244,722	952
1244,949	1339
1245,175	1791
1245,401	2221
1245,627	2771
1245,853	2981
1246,079	3057
1246,305	3055
1246,531	2663
1246,757	2392
1246,983	1778
1247,209	1353
1247,435	908
1247,662	673
1247,888	475
1248,114	358
1248,340	347
1248,566	278
1248,792	263
1249,018	260
1249,244	246
1249,470	251
1249,696	249
1249,922	254
1250,148	285
1250,375	258
1250,601	247
1250,827	262
1251,053	255
1251,279	299
1251,505	272
1251,731	234
1251,957	239
1252,183	244
1252,409	289
1252,635	259
1252,862	253
1253,088	267
1253,314	284
1253,540	219
1253,766	283
1253,992	264
1254,218	250
1254,444	274
1254,670	234
1254,896	252
1255,122	235
1255,348	239
1255,575	249
1255,801	243
1256,027	227
1256,253	251
1256,479	265
1256,705	239
1256,931	264
1257,157	273
1257,383	284
1257,609	247
1257,835	260
1258,061	277
1258,288	283
1258,514	253
1258,740	246
1258,966	259
1259,192	297
1259,418	260
1259,644	270
1259,870	256
1260,096	275
1260,322	226
1260,548	257
1260,774	264
1261,001	279
1261,227	259
1261,453	271
1261,679	294
1261,905	281
1262,131	263
1262,357	307
1262,583	263
1262,809	277
1263,035	281
1263,261	284
1263,487	276
1263,714	279
1263,940	291
1264,166	246
1264,392	288
1264,618	294
1264,844	283
1265,070	290
1265,296	293
1265,522	263
1265,748	299
1265,974	343
1266,200	325
1266,427	316
1266,653	301
1266,879	331
1267,105	326
1267,331	316
1267,557	306
1267,783	293
1268,009	309
1268,235	335
1268,461	351
1268,687	327
1268,913	334
1269,140	352
1269,366	331
1269,592	383
1269,818	430
1270,044	431
1270,270	411
1270,496	472
1270,722	502
1270,948	560
1271,174	664
1271,400	805
1271,627	1207
1271,853	1831
1272,079	3068
1272,305	4986
1272,531	8791
1272,757	14751
1272,983	24072
1273,209	36818
1273,435	52805
1273,661	70141
1273,887	88069
1274,113	102868
1274,340	111433
1274,566	111726
1274,792	104094
1275,018	88744
1275,244	70592
1275,470	51330
1275,696	34626
1275,922	21483
1276,148	12325
1276,374	6642
1276,600	3446
1276,826	1562
1277,053	845
1277,279	437
1277,505	321
1277,731	266
1277,957	240
1278,183	213
1278,409	209
1278,635	200
1278,861	207
1279,087	170
1279,313	215
1279,539	169
1279,766	166
1279,992	169
1280,218	165
1280,444	166
1280,670	177
1280,896	159
1281,122	193
1281,348	163
1281,574	174
1281,800	159
1282,026	156
1282,252	155
1282,479	154
1282,705	160
1282,931	154
1283,157	167
1283,383	176
1283,609	148
1283,835	149
1284,061	178
1284,287	148
1284,513	124
1284,739	153
1284,965	141
1285,192	137
1285,418	130
1285,644	132
1285,870	160
1286,096	131
1286,322	142
1286,548	146
1286,774	131
1287,000	145
1287,226	142
1287,452	153
1287,679	114
1287,905	152
1288,131	140
1288,357	132
1288,583	151
1288,809	155
1289,035	169
1289,261	204
1289,487	225
1289,713	228
1289,939	209
1290,165	215
1290,392	233
1290,618	192
1290,844	219
1291,070	214
1291,296	197
1291,522	228
1291,748	201
1291,974	167
1292,200	165
1292,426	152
1292,652	133
1292,878	148
1293,105	116
1293,331	152
1293,557	130
1293,783	121
1294,009	137
1294,235	151
1294,461	156
1294,687	150
1294,913	159
1295,139	167
1295,365	169
1295,591	138
1295,818	134
1296,044	136
1296,270	136
1296,496	137
1296,722	125
1296,948	115
1297,174	109
1297,400	112
1297,626	131
1297,852	137
1298,078	116
1298,304	116
1298,531	114
1298,757	133
1298,983	118
1299,209	126
1299,435	113
1299,661	113
1299,887	117
1300,113	121
1300,339	114
1300,565	114
1300,791	101
1301,017	105
1301,244	117
1301,470	118
1301,696	117
1301,922	130
1302,148	125
1302,374	105
1302,600	139
1302,826	103
1303,052	110
1303,278	124
1303,504	107
1303,730	110
1303,957	127
1304,183	119
1304,409	108
1304,635	129
1304,861	138
1305,087	104
1305,313	106
1305,539	124
1305,765	117
1305,991	124
1306,217	130
1306,444	108
1306,670	113
1306,896	125
1307,122	121
1307,348	111
1307,574	114
1307,800	148
1308,026	103
1308,252	117
1308,478	139
1308,704	136
1308,930	124
1309,157	126
1309,383	130
1309,609	112
1309,835	131
1310,061	137
1310,287	126
1310,513	122
1310,739	124
1310,965	122
1311,191	133
1311,417	150
1311,643	140
1311,870	108
1312,096	141
1312,322	119
1312,548	136
1312,774	113
1313,000	114
1313,226	110
1313,452	101
1313,678	101
1313,904	110
1314,130	128
1314,356	132
1314,583	106
1314,809	107
1315,035	118
1315,261	114
1315,487	120
1315,713	130
1315,939	117
1316,165	117
1316,391	137
1316,617	143
1316,843	132
1317,069	141
1317,296	139
1317,522	125
1317,748	139
1317,974	131
1318,200	137
1318,426	110
1318,652	109
1318,878	120
1319,104	108
1319,330	104
1319,556	113
1319,782	120
1320,009	120
1320,235	112
1320,461	112
1320,687	137
1320,913	126
1321,139	115
1321,365	124
1321,591	124
1321,817	101
1322,043	117
1322,269	126
1322,496	127
1322,722	128
1322,948	151
1323,174	110
1323,400	105
1323,626	127
1323,852	142
1324,078	130
1324,304	115
1324,530	121
1324,756	113
1324,982	117
1325,209	121
1325,435	105
1325,661	121
1325,887	129
1326,113	91
1326,339	101
1326,565	110
1326,791	120
1327,017	122
1327,243	106
1327,469	110
1327,695	115
1327,922	105
1328,148	117
1328,374	116
1328,600	112
1328,826	122
1329,052	130
1329,278	112
1329,504	88
1329,730	115
1329,956	118
1330,182	104
1330,408	116
1330,635	107
1330,861	123
1331,087	109
1331,313	123
1331,539	105
1331,765	114
1331,991	95
1332,217	94
1332,443	141
1332,669	118
1332,895	107
1333,121	101
1333,348	109
1333,574	124
1333,800	119
1334,026	98
1334,252	113
1334,478	111
1334,704	117
1334,930	98
1335,156	100
1335,382	128
1335,608	103
1335,834	109
1336,061	102
1336,287	117
1336,513	124
1336,739	115
1336,965	114
1337,191	120
1337,417	121
1337,643	97
1337,869	115
1338,095	101
1338,321	106
1338,547	116
1338,774	121
